doc_id,travel_sponsor,sponsors_cleaned,sponsor
500020223,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020223,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020223,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020223,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020224,Technology and Policy Institute,The Technology Policy Institute,The Technology Policy Institute
500020225,Technology and Policy Institute,The Technology Policy Institute,The Technology Policy Institute
500020227,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020227,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020228,Technology and Policy Institute,The Technology Policy Institute,The Technology Policy Institute
500020229,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020229,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020230,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,American Forest and Paper Association
500020230,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,International Paper
500020231,"Red River Valley Sugarbeet Education Foundation, Inc.",Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation
500020232,From the Depths,From The Depths,From the Depths
500020233,From the Depths,From The Depths,From the Depths
500020234,From the Depths,From The Depths,From the Depths
500020235,From the Depths,From The Depths,From the Depths
500020236,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020236,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020236,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020239,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020239,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020239,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020240,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,American Forest and Paper Association
500020240,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,International Paper
500020243,"Red River Valley Sugarbeet Education Foundation, Inc.",Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation
500020244,Foundation for Rural Service; South Dakota Telecommunications Association,Foundation For Rural Service;South Dakota Telecommunications Association,Foundation for Rural Service
500020244,Foundation for Rural Service; South Dakota Telecommunications Association,Foundation For Rural Service;South Dakota Telecommunications Association,South Dakota Telecommunications Association
500020245,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,American Forest and Paper Association
500020245,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,International Paper
500020246,Technology and Policy Institute,The Technology Policy Institute,The Technology Policy Institute
500020247,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,American Forest and Paper Association
500020247,American Forest and Paper Association; International Paper,American Forest And Paper Association;International Paper,International Paper
500020248,Jobs for the Future; Joyce Foundation; Lumina Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020248,Jobs for the Future; Joyce Foundation; Lumina Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020248,Jobs for the Future; Joyce Foundation; Lumina Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020249,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020249,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020249,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020249,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020250,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020250,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020250,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020250,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020252,Congressional Institute,Congressional Institute,Congressional Institute
500020253,Atlantic Council,The Atlantic Council,Atlantic Council
500020254,"Red River Valley Sugarbeet Education Foundation, Inc.",Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation
500020255,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020255,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020255,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020256,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020256,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020256,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020257,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020257,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020257,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020257,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020258,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020258,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020258,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020258,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020259,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020259,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020259,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020259,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020260,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020260,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020260,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020260,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020263,From the Depths,From The Depths,From the Depths
500020264,Atlantic Council,The Atlantic Council,Atlantic Council
500020265,Congressional Institute,Congressional Institute,Congressional Institute
500020266,Atlantic Council,The Atlantic Council,Atlantic Council
500020267,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Jobs for the Future
500020267,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Joyce Foundation
500020267,Jobs For the Future; Lumina Foundation; Joyce Foundation,Jobs For The Future;Joyce Foundation;Lumina Foundation,Lumina Foundation
500020268,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020268,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020268,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020268,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020269,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020269,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020269,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020269,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020270,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020270,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020270,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
